title,genres,keywords,director,cast,budget,revenue,popularity,vote_average,runtime,production_companies,year,month,overview,cast_revenue,director_revenue
15 Minutes,"['Action', 'Crime', 'Thriller']","['new york', 'female nudity', 'prison', 'prostitute', 'rape', 'robbery', 'fire', 'detective', 'airport', 'shotgun', 'prisoner', 'ex-detainee', 'attempted murder', 'paranoia', 'russian', 'eastern europe', 'video', 'knife', 'fistfight', 'police', 'thief', 'revenge', 'video camera', 'escape', 'breast', 'dead body', 'lawyer', 'shot to death', 'torture', 'fear', 'new york city', 'urination', 'violence', 'home invasion', 'criminal', 'police detective', 'death', 'drunk', 'nypd', 'news report', 'gun violence', 'graveyard', 'death of boyfriend']",John Herzfeld,"['Robert De Niro', 'Charlize Theron', 'Edward Burns', 'Kelsey Grammer', 'Avery Brooks', 'Vera Farmiga', 'Kim Cattrall', 'David Alan Grier', 'Roseanne Barr', 'Anton Yelchin', 'Paul Herman', 'Melina Kanakaredes', 'Karel Roden', 'Oleg Taktarov', 'John DiResta', 'James Handy', 'Darius McCrary', 'Brantley Bush', 'Bruce Cutler', 'Vladimir Mashkov', 'Noelle Evans', 'Mindy Marin', 'Gabriel Casseus', 'Joe Lisi', 'Tygh Runyan', 'Ritchie Coster', 'Bobby Field', 'Kurt Andon', 'Rikki Klieman', 'Sebastian Roché', 'Kata Dobó', 'Dorit Sauer', 'Marco Khan', 'Toni Kalem', 'Lennox Brown', 'Peter Arnett', 'Jane Velez-Mitchell', 'Barry Primus', 'Scott Dillin', 'Malcolm-Jamal Warner', 'Dwayne Adway', 'William H. Burns', 'Jamie Burton-Oare', 'Giovanni Capitello', 'Phillip V. Caruso', 'Rose Colasanti', 'Ben Fiore', 'Zuhair Haddad', 'Philippe Hartmann', 'Everton Lawrence', 'George F. Miller', 'Ellen Whyte', 'Irina Gasanova', 'Christine Claibourne', 'Stephen Davis', 'William Stanton', 'Louis F. Garcia', 'Mike Camello', 'Barry Blueian', 'Ashton Dane', 'Gail Greaves', 'Lynette Ruiz', 'Elma Vann', 'Olga Morgunova', 'Haik Garibyan', 'Jorge H. Guzman', 'George Poulos', 'Sylvia Lopez', 'Bryan Foster', 'Alan Cohen', 'Spero Stamboulis', 'Joseph Alfieri', 'Julieta Espinoza', 'Macy Merced', 'Tracey Mulqueen', 'Dominic Maglione', 'Ron Wall', 'Sophia Alexis', 'Michael Arthur', 'Mark Cheek', 'Celeste Gregoire', 'Janean Christine Mariani', 'Riley G. Matthews Jr.', 'Leda Mulholland', 'Floyd Resnick', 'Erica Taylor']",60000000,56359980,15.205371,5.7,120.0,"['New Line Cinema', 'Industry Entertainment', 'Tribeca Productions', 'New Redemption Pictures']",2001,3.0,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",120702471.66666667,28386717.0
Lord of War,"['Crime', 'Drama', 'Thriller']","['cold war', 'weapon', 'arms dealer']",Andrew Niccol,"['Nicolas Cage', 'Bridget Moynahan', 'Jared Leto', 'Ethan Hawke', 'Eamonn Walker', 'Ian Holm', 'Sammi Rotibi', 'Yevgeni Lazarev', 'Tanit Phoenix', 'Shake Tukhmanyan', 'Jean-Pierre Nshanian', 'Jared Burke', 'Eric Uys', 'David Shumbris', 'Stewart Morgan', 'Jasper Lenz', 'Stephen Gregory', 'Kobus Marx', 'Stephan De Abreu', 'Jeremy Crutchley']",42000000,24127895,34.828241,7.0,122.0,"['Saturn Films', 'Ascendant Pictures', 'Endgame Entertainment', 'Entertainment Manufacturing Company', 'Rising Star', 'Copag V']",2005,9.0,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",116623779.96,87128564.0
Hero,"['Drama', 'Adventure', 'Action', 'History']","['countryside', 'loss of lover', 'right and justice', 'patriot']",Zhang Yimou,"['Jet Li', 'Tony Leung Chiu-Wai', 'Maggie Cheung', 'Donnie Yen', 'Zhang Ziyi', 'Chen Dao-Ming', 'Liu Zhong Yuan', 'Zheng Tia Yong', 'Yan Qin', 'Chang Xiao Yang', 'James Hong', 'Xia Bin', 'Hua Cao', 'Heizi', 'Ma Wen Hua', 'Xu Kuang Hua', 'Li Lei', 'Emil Lin', 'Liu Jie', 'Bruce Locke', 'Jin Ming', 'Angela Oh', 'Peng Qiang', 'James Sie', 'Elizabeth Sung', 'Shou Xin Wang', 'Yakun Zhang']",31000000,177394432,23.607392,7.2,99.0,"['Beijing New Picture Film Co. Ltd.', 'China Film Co-Production Corporation']",2002,12.0,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,156302831.41666666,136352933.0
One for the Money,"['Action', 'Comedy', 'Crime']","['bounty hunter', 'based on novel', 'romance', 'framed', 'bail jumper', 'woman director']",Julie Anne Robinson,"['Katherine Heigl', ""Jason O'Mara"", 'Daniel Sunjata', 'John Leguizamo', 'Sherri Shepherd', 'Debbie Reynolds', 'Patrick Fischler', ""Harry O'Toole"", 'Debra Monk', 'Nate Mooney', 'Adam Paul', 'Fisher Stevens', 'Ana Reeder', 'Ryan Michelle Bathe', 'Leonardo Nam', 'Annie Parisse', 'Lisa Ann Goldsmith']",40000000,36893721,19.438503,5.3,91.0,"['Lakeshore Entertainment', 'Sidney Kimmel Entertainment']",2012,1.0,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",126221773.42857143,36893721.0
The Interview,"['Action', 'Comedy']","['cia', ""coup d'etat"", 'north korea', 'assassination attempt', 'evil dictator']",Seth Rogen,"['James Franco', 'Seth Rogen', 'Lizzy Caplan', 'Randall Park', 'Diana Bang', 'Timothy Simons', 'Reese Alexander', 'James Yi', 'Paul Bae', 'Geoff Gustafson', 'Dominique Lalonde', 'Anesha Bailey', 'Anders Holm', 'Charles Rahi Chun', 'Don Chow', 'Jason Cox', 'Tommy Chang', 'Eminem', 'Ben Schwartz', 'Rob Lowe', 'Colin Foo', 'Larry Hoe', 'Cleo Yeh', 'Yuna Song', 'Fred Henderson', 'Dan Shea', 'Joe Mande', 'Alice Wetterlund', 'Stacey Turner', 'Sam Catlin', 'Alan Blumenfeld', 'Curt Clendenin', 'David Diaan', 'Joseph Gordon-Levitt', 'James Kyson', 'Bill Maher', 'Seth Meyers', 'Emma Stone']",44000000,12342632,74.168016,6.1,112.0,"['Columbia Pictures', 'Point Grey Pictures']",2014,12.0,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",211652974.33333334,69191977.0
The Warrior's Way,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']","['assassin', 'small town', 'forest', 'revenge', 'deception', 'super speed', 'surprise ending']",Sngmoo Lee,"['Kate Bosworth', 'Jang Dong-gun', 'Geoffrey Rush', 'Danny Huston', 'Ti Lung', 'Tony Cox', 'Analin Rudd', 'Markus Hamilton', 'Rod Lousich', 'Matt Gillanders', 'Christina Asher', 'Jed Brophy', 'Ian Harcourt']",42000000,11087569,7.349497,6.3,100.0,['Boram Entertainment Inc.'],2010,12.0,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",62601980.615384616,11087569.0
Micmacs,"['Action', 'Comedy', 'Crime']","['unemployment', 'contortionist', 'human cannonball']",Jean-Pierre Jeunet,"['Dany Boon', 'Dominique Pinon', 'André Dussollier', 'Jean-Pierre Marielle', 'Julie Ferrier', 'Yolande Moreau', 'Michel Crémadès', 'Nicolas Marié', 'Omar Sy', 'Marie-Julie Baup', 'Philippe Girard', 'Thérèse Roussel']",33000000,14000000,7.663515,6.8,100.0,"['France 2 Cinéma', 'France 3 Cinéma', 'Epithète Films', 'France 3 (FR 3)', 'Région Ile-de-France', 'France 2 (FR2)', 'Orange Cinéma Séries', 'Tapioca Films', 'Warner Bros. Entertainment France']",2009,10.0,"A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.  Avid movie-watcher and video store clerk Bazil has had his life all but ruined by weapons of war. His father was killed by a landmine in Morocco and one fateful night a stray bullet from a nearby shootout embeds itself in his skull, leaving him on the verge of instantaneous death. Losing his job and his home, Bazil wanders the streets until he meets Slammer, a pardoned convict who introduces him to a band of eccentric junkyard dealers including Calculator, a math expert and statistician, Buster, a record-holder in human cannonball feats, Tiny Pete, an artistic craftsman of automatons, and Elastic Girl, a sassy contortionist. When chance reveals to Bazil the two weapons manufacturers responsible for building the instruments of his destruction, he constructs a complex scheme for revenge that his newfound family is all too happy to help set in motion.",28300347.0,65805581.0
8 Mile,['Drama'],"['individual', 'street gang', 'adolescence', 'rap music', 'hip-hop', 'rhyme battle', 'trailer park', 'ethnic stereotype', 'single', 'detroit', 'eminem']",Curtis Hanson,"['Eminem', 'Mekhi Phifer', 'Brittany Murphy', 'Kim Basinger', 'Michael Shannon', 'Taryn Manning', 'Anthony Mackie', ""De'Angelo Wilson"", 'Evan Jones', 'Omar Benson Miller', 'Eugene Byrd', 'Mike Bell', 'Xzibit', 'Proof', 'Strike', ""Nashawn 'Ox' Breedlove"", 'Miz-Korona', 'Craig Chandler', 'Larry Hudson']",41000000,215000000,32.798571,6.8,110.0,"['Imagine Entertainment', 'Mikona Productions GmbH & Co. KG']",2002,11.0,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",96267204.66666667,215000000.0
A Knight's Tale,"['Adventure', 'Drama', 'Romance', 'Action']","['poetry', 'knight', 'tournament', 'duel', 'torture', 'writer', 'impostor', 'church', 'game', 'jousting', 'aftercreditsstinger']",Brian Helgeland,"['Heath Ledger', 'Rufus Sewell', 'Shannyn Sossamon', 'Paul Bettany', 'Laura Fraser', 'Mark Addy', 'Alan Tudyk', 'James Purefoy', 'Bérénice Bejo', 'Scott Handy', 'Christopher Cazenove', ""Steven O'Donnell"", 'Jonathan Slinger', 'Nick Brimble', 'Roger Ashton-Griffiths', 'David Schneider']",65000000,117487473,36.670399,6.6,132.0,"['Columbia Pictures Corporation', 'Escape Artists', 'Black and Blu Entertainment', 'Finestkind']",2001,5.0,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.",162619900.8181818,66760371.5
Man on a Ledge,"['Action', 'Thriller', 'Crime']","['deception', 'new york city', 'rooftop', 'diamond heist', 'framed for a crime', 'escaped prisoner', 'negotiator']",Asger Leth,"['Sam Worthington', 'Elizabeth Banks', 'Jamie Bell', 'Ed Harris', 'Edward Burns', 'Kyra Sedgwick', 'Anthony Mackie', 'William Sadler', 'Génesis Rodríguez', 'Afton Williamson', 'J. Smith-Cameron', 'Jonathan Walker', 'Daniel Sauli', 'Mandy Gonzalez', 'Barbara Marineau', 'Patrick Collins', 'Robert Clohessy', 'Joe Lisi', 'Candice McKoy', 'Johnny Solo', 'Titus Welliver', 'James Yaegashi', 'Frank Pando', 'Jason Kolotouros', 'Michael Laurence', 'Don Castro', 'Pooja Kumar', 'John Dossett', 'Sylvia Kauders', 'Felix Solis', 'Jabari Gray', ""James Andrew O'Connor"", 'Ann Arvia', 'Liz Holtan', 'Jason Furlani', 'Terry Serpico', 'Erin Quill', 'Arthur J. Nascarella', 'Jimmy Palumbo', 'J. Bernard Calloway', 'Gerry Vichi', 'Geoffrey Cantor', 'Brett G. Smith', 'John Comer', 'Frank Anello', 'James Thomas Bligh', 'Justin Chauncey', 'Marmee Cosico', 'Jeff Grossman', 'Cal Koury', 'Derrick T. Lewis', 'Jeremy McLain', 'Mario Moise Fontaine', 'Rick Pantera', 'Brian James Pepe', 'Bill Walters']",42000000,46221189,34.041407,6.2,102.0,"['Summit Entertainment', 'Di Bonaventura Picture']",2012,1.0,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",404827843.2,46221189.0
The Big Year,['Comedy'],"['helicopter', 'based on novel', 'honeymoon', 'airplane', 'birding', 'birdwatching', 'duringcreditsstinger']",David Frankel,"['Owen Wilson', 'Steve Martin', 'Jack Black', 'Rashida Jones', 'Jim Parsons', 'Anjelica Huston', 'Tim Blake Nelson', 'Kevin Pollak', 'Rosamund Pike', 'Joel McHale', 'Dianne Wiest', 'Anthony Anderson', 'Brian Dennehy', 'June Squibb', 'Zahf Paroo', 'Stacey Scowley', 'Michael Karl Richards', 'Paul Campbell']",41000000,7448385,9.419726,5.6,100.0,"['Ingenious Media', 'Dune Entertainment', 'Fox 2000 Pictures', 'Deuce Three Productions', 'Sunswept Entertainment', 'Red Hour Films']",2011,10.0,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition",173958560.9032258,173090726.5
American Hustle,"['Drama', 'Crime']","['con artist', 'scam', 'mobster', 'fbi agent']",David O. Russell,"['Christian Bale', 'Bradley Cooper', 'Amy Adams', 'Jeremy Renner', 'Jennifer Lawrence', 'Louis C.K.', 'Jack Huston', 'Michael Peña', 'Shea Whigham', 'Alessandro Nivola', 'Elisabeth Röhm', 'Paul Herman', 'Saïd Taghmaoui', 'Matthew Russell', 'Thomas Matthews', 'Adrian Martinez', 'Anthony Zerbe', 'Colleen Camp', 'Steve Gagliastro', 'Christopher Tarjan', 'Zachariah Supka', 'Christy Scott Cashman', 'Simon Hamlin', 'Martie Barylick', 'Dawn Olivieri', 'Erica McDermott', 'Dicky Eklund Jr.', 'Robert De Niro', 'John Franchi', 'Danny Corbo', 'Sonny Corbo']",40000000,251171807,49.664128,6.8,138.0,"['Columbia Pictures', 'Atlas Entertainment', 'Annapurna Pictures']",2013,12.0,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",191027264.60869566,162915397.25
The Proposal,"['Comedy', 'Romance', 'Drama']","['fictitious marriage', 'deportation', 'immigration law', 'romantic comedy', 'alaska', 'naked scene', 'co-worker', 'humiliation', 'book editor', 'fake boyfriend', 'duringcreditsstinger', 'woman director', 'pretend relationship']",Anne Fletcher,"['Sandra Bullock', 'Ryan Reynolds', 'Mary Steenburgen', 'Craig T. Nelson', 'Betty White', ""Denis O'Hare"", 'Malin Åkerman', 'Oscar Nunez', 'Aasif Mandvi', 'Michael Nouri', 'Michael Mosley', 'Dale Place', 'Kate Lacey', 'Kortney Adams', 'Chris Whitney', 'Jerrell Lee Wesley', 'Gregg Edelman', 'Mary Linda Rapelye', 'Anne Fletcher', 'Alicia Hunt', 'Alexis Garcia', 'Phyllis Kay', 'Gene Fleming', 'B. Johnson', 'Jodie Brunelle', 'Chemi Che-Mponda', 'John Franchi', 'Cindi Alex', 'Ellen Becker-Gray', 'Raymond Michael Bell', 'Brian Bradbury', 'John J. Burke', 'Desiree April Connolly', 'Melanie McDonough Coté', 'Diane Curran', 'Eric Ferraz', 'Eric Ferraz', 'Keith Fluker', 'Shawn Fogarty', 'Dan Griffin', 'Sophya Gudelman', 'Joseph Guglielmo', 'London Hall', 'Patrick Mel Hayes', 'Frankie Imbergamo', 'Haytham Kandil', 'Dan Marshall', 'Robert Masiello', 'Ben L. Mitchell', 'Ron Murphy', 'Niecy Nash', 'Thomas Olson', 'Nikki Preston', 'Cory Rasmussen', 'Donna Glee Reim', 'Annie Rohling', 'Darren Ross', 'Eric Ryan', 'Cory Scott', 'Rich Skinner', 'Ylian Alfaro Snyder', 'Vyvian B. Stevens', 'Jessica J. Stowes', 'Stream', 'David Struffolino', 'Uzimann', 'Larry Vigus', 'G.A. West', 'Andrew C. Wiley', 'Darryl Wooten', 'Adam Zalt']",40000000,317375031,36.238968,6.7,108.0,"['Touchstone Pictures', 'Mandeville Films', 'Kurtzman/Orci']",2009,6.0,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",228089618.0,137074624.8
Lucy,"['Action', 'Science Fiction']","['artificial intelligence', 'telepathy', 'intelligence', 'drug mule', 'telekinesis', 'futuristic', 'drug', 'superpower', 'tough girl', 'imax', 'surgery', 'brain capacity', 'synthetic drug', 'human brain']",Luc Besson,"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik', 'Amr Waked', 'Julian Rhind-Tutt', 'Pilou Asbæk', 'Analeigh Tipton', 'Nicolas Phongpheth', 'Jan Oliver Schroeder', 'Luca Angeletti', 'Paul Lefèvre', 'Pierre Poirot', 'Pierre Grammont', 'Bertrand Quoniam', 'Loïc Brabant', 'Pascal Loison', 'Pierre Gérard', 'Isabelle Cagnat', 'Frédéric Chau', 'Claire Tran', 'François Legrand', 'Bob Martet', 'Cédric Chevalme', 'Alexis Rangheard', 'Tonio Descanvelle', 'Julien Personnaz', 'Christophe Lavalle', 'Renaud Cestre', 'Thibault Segouin', 'Matthew Bravais', 'Claire Zaniolo', 'Alessandro Giallocosta', 'Wolfgang Pissors', 'Sifan Shao', 'Paul Chan', 'Seo Chong-Ju', 'Shin Chang-Soo', 'Chou Chung-Wei', 'Huan Jhih-Cyuan', 'I. Cheng-Sheng', 'Frank Ma', 'Tseng Sheng-En', 'Liu Hsieh-Min', 'Sandra Abouav', 'Abel Aboualiten', 'Samuel Churin', 'Ken Lin', 'Mason Lee', 'Feng Hsing', 'Hao-Hsiang Hsu', ""Laura D'Arista"", 'Eunyul Hong', 'Mohammad Aslam Ansari', 'Kevin Dust', 'Diego Llano', 'Timothy Reevis', 'Jaysson Reyes De La Cruz', 'German Tintaya Mamani', 'Kanneti Sawe Han']",40000000,126546825,115.241998,6.3,89.0,"['Universal Pictures', 'TF1 Films Production', 'Canal+', 'EuropaCorp', 'Ciné+']",2014,7.0,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",309679705.8333333,117245530.5
Fifty Shades of Grey,"['Drama', 'Romance', 'Thriller']","['based on novel', 'perversion', 'spanking', 'billionaire', 'bdsm', 'woman director']",Sam Taylor-Johnson,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford', 'Victor Rasuk', 'Luke Grimes', 'Marcia Gay Harden', 'Rita Ora', 'Max Martini', 'Callum Keith Rennie', 'Andrew Airlie', 'Dylan Neal', 'Elliat Albrecht', 'Rachel Skarsten', 'Emily Fonda', 'Anthony Konechny', 'Raj Lal']",40000000,571006128,98.755657,5.2,125.0,"['Focus Features', 'Trigger Street Productions', 'Michael De Luca Productions']",2015,2.0,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",199528943.0,571006128.0
